split,source_line,file_name,annotation_index,class,original_bbox_xywh,cleaned_bbox_xywh,status,image_width,image_height,original_area,cleaned_area
test,102,Rec14_wcp_ss_star_00013_png_jpg.rf.31e5e8690dd8d189e5aac1d01d53f8ff.jpg,1,Crab-Pot,"[553,515,68,40]","[553,515,68,40]",unchanged,640,640,2720,2720.0
test,103,Rec14_wcp_ss_port_00019_png_jpg.rf.242bd204c337a93f0a080e722cfbf23a.jpg,0,Crab-Pot,"[311,168,70,43]","[311,168,70,43]",unchanged,640,640,3010,3010.0
test,104,Rec09_Sensor_Depth_wcp_ss_port_00008_png_jpg.rf.20764ab424e805778f77c0ad43d8df09.jpg,0,Crab-Pot,"[335,303,27.5,37]","[335,303,27.5,37]",unchanged,640,640,1017.5,1017.5
test,104,Rec09_Sensor_Depth_wcp_ss_port_00008_png_jpg.rf.20764ab424e805778f77c0ad43d8df09.jpg,1,Crab-Pot,"[347,477,27.5,34]","[347,477,27.5,34]",unchanged,640,640,935,935.0
test,105,Rec14_wcp_ss_port_00036_png_jpg.rf.905f5eac4f698ad98958fb2865ecb031.jpg,0,Crab-Pot,"[459,165,71,77]","[459,165,71,77]",unchanged,640,640,5467,5467.0
test,106,Rec9_wcp_ss_port_00014_png_jpg.rf.dff862404675b7ea646df6bd3fd06edc.jpg,0,Crab-Pot,"[513,100,22.5,25.5]","[513,100,22.5,25.5]",unchanged,640,640,573.75,573.75
test,107,Rec9_wcp_ss_port_00047_png_jpg.rf.412fa0b7068bae7004846cf71c5dd340.jpg,0,Crab-Pot,"[54,463,57,67]","[54,463,57,67]",unchanged,640,640,3819,3819.0
test,107,Rec9_wcp_ss_port_00047_png_jpg.rf.412fa0b7068bae7004846cf71c5dd340.jpg,1,Crab-Pot,"[167,465,53,57]","[167,465,53,57]",unchanged,640,640,3021,3021.0
test,108,Rec14_wcp_ss_port_00003_png_jpg.rf.83943f67036468d7933ba02883c8ddf5.jpg,0,Crab-Pot,"[354,524,38,39]","[354,524,38,39]",unchanged,640,640,1482,1482.0
test,108,Rec14_wcp_ss_port_00003_png_jpg.rf.83943f67036468d7933ba02883c8ddf5.jpg,1,Crab-Pot,"[474,488,50.5,45.5]","[474,488,50.5,45.5]",unchanged,640,640,2297.75,2297.75
test,110,baycove_07_10_png_jpg.rf.e3b62b44fe8e5e4363b52351ba782b8f.jpg,0,Crab-Pot,"[525,450,24.5,18]","[525,450,24.5,18]",unchanged,640,640,441,441.0
test,110,baycove_07_10_png_jpg.rf.e3b62b44fe8e5e4363b52351ba782b8f.jpg,1,Crab-Pot,"[478,275,23,14.5]","[478,275,23,14.5]",unchanged,640,640,333.5,333.5
test,112,Rec9_wcp_ss_star_00004_png_jpg.rf.db7c06e0b111df5f5c13055124db475c.jpg,0,Crab-Pot,"[367,151,68.5,44.5]","[367,151,68.5,44.5]",unchanged,640,640,3048.25,3048.25
test,113,Rec9_wcp_ss_star_00036_png_jpg.rf.01cc81adb41e2c72a3c10854266e8274.jpg,0,Crab-Pot,"[466,382,57,58]","[466,382,57,58]",unchanged,640,640,3306,3306.0
test,113,Rec9_wcp_ss_star_00036_png_jpg.rf.01cc81adb41e2c72a3c10854266e8274.jpg,1,Crab-Pot,"[594,511,46,49]","[594,511,46,49]",unchanged,640,640,2254,2254.0
test,113,Rec9_wcp_ss_star_00036_png_jpg.rf.01cc81adb41e2c72a3c10854266e8274.jpg,2,Crab-Pot,"[212,501,41,64]","[212,501,41,64]",unchanged,640,640,2624,2624.0
test,114,Rec9_wcp_ss_star_00028_png_jpg.rf.e669a7cffa0cfb2a8f2b7e939ef79ac7.jpg,0,Crab-Pot,"[6,248,31.5,26]","[6,248,31.5,26]",unchanged,640,640,819,819.0
test,114,Rec9_wcp_ss_star_00028_png_jpg.rf.e669a7cffa0cfb2a8f2b7e939ef79ac7.jpg,1,Crab-Pot,"[107,344,56,35]","[107,344,56,35]",unchanged,640,640,1960,1960.0
test,114,Rec9_wcp_ss_star_00028_png_jpg.rf.e669a7cffa0cfb2a8f2b7e939ef79ac7.jpg,2,Crab-Pot,"[610,209,30,35]","[610,209,30,35]",unchanged,640,640,1050,1050.0
test,115,Rec9_wcp_ss_port_00064_png_jpg.rf.24c7850cd2ac371b5126b3ee2db1e474.jpg,0,Crab-Pot,"[166,158,62,106]","[166,158,62,106]",unchanged,640,640,6572,6572.0
test,115,Rec9_wcp_ss_port_00064_png_jpg.rf.24c7850cd2ac371b5126b3ee2db1e474.jpg,1,Crab-Pot,"[29,152,41,74]","[29,152,41,74]",unchanged,640,640,3034,3034.0
test,115,Rec9_wcp_ss_port_00064_png_jpg.rf.24c7850cd2ac371b5126b3ee2db1e474.jpg,2,Crab-Pot,"[1,585,57,55]","[1,585,57,55]",unchanged,640,640,3135,3135.0
test,116,Rec9_wcp_ss_port_00046_png_jpg.rf.d01eb50e6684527408db5025e717b8fb.jpg,0,Crab-Pot,"[231,74,55,76]","[231,74,55,76]",unchanged,640,640,4180,4180.0
test,116,Rec9_wcp_ss_port_00046_png_jpg.rf.d01eb50e6684527408db5025e717b8fb.jpg,1,Crab-Pot,"[353,144,72,154]","[353,144,72,154]",unchanged,640,640,11088,11088.0
test,117,Rec14_wcp_ss_port_00027_png_jpg.rf.37176d43e9f83add8f1b7f43e1573e60.jpg,0,Crab-Pot,"[4,319,74,56]","[4,319,74,56]",unchanged,640,640,4144,4144.0
test,118,Rec8_wcp_ss_star_00017_png_jpg.rf.eb20ab132615443fca2811921b62ee1d.jpg,0,Crab-Pot,"[262,162,22.5,35]","[262,162,22.5,35]",unchanged,640,640,787.5,787.5
test,119,Rec14_wcp_ss_port_00026_png_jpg.rf.6a4eee8fbba3499673bf60d52f7a0b13.jpg,0,Crab-Pot,"[572,326,55,54]","[572,326,55,54]",unchanged,640,640,2970,2970.0
test,121,Rec8_wcp_ss_port_00009_png_jpg.rf.305c7b6b51a3275d27c4b036435255ee.jpg,0,Crab-Pot,"[483,102,21,28.5]","[483,102,21,28.5]",unchanged,640,640,598.5,598.5
test,121,Rec8_wcp_ss_port_00009_png_jpg.rf.305c7b6b51a3275d27c4b036435255ee.jpg,1,Crab-Pot,"[85,186,20,29.5]","[85,186,20,29.5]",unchanged,640,640,590,590.0
test,122,Rec9_wcp_ss_port_00002_png_jpg.rf.8b3db14d906df7254e8a15b4ee7f3ca5.jpg,0,Crab-Pot,"[59,423,107,61.5]","[59,423,107,61.5]",unchanged,640,640,6580.5,6580.5
test,123,Rec9_wcp_ss_star_00047_png_jpg.rf.065d0a3e39d3e121bf0ab6a1f0cb2a8d.jpg,0,Crab-Pot,"[464,374,25,33]","[464,374,25,33]",unchanged,640,640,825,825.0
test,124,Rec9_wcp_ss_port_00046_png_jpg.rf.2560848aef152a8545e9063bd1886fba.jpg,0,Crab-Pot,"[231,74,55,76]","[231,74,55,76]",unchanged,640,640,4180,4180.0
test,124,Rec9_wcp_ss_port_00046_png_jpg.rf.2560848aef152a8545e9063bd1886fba.jpg,1,Crab-Pot,"[353,144,72,154]","[353,144,72,154]",unchanged,640,640,11088,11088.0
test,125,Rec9_wcp_ss_star_00009_png_jpg.rf.91022498225e58663ce7dc67172847ce.jpg,0,Crab-Pot,"[310,76,61,49]","[310,76,61,49]",unchanged,640,640,2989,2989.0
test,125,Rec9_wcp_ss_star_00009_png_jpg.rf.91022498225e58663ce7dc67172847ce.jpg,1,Crab-Pot,"[334,503,51,68]","[334,503,51,68]",unchanged,640,640,3468,3468.0
test,126,Rec14_wcp_ss_port_00004_png_jpg.rf.2f5af297c467e075ae7f0cf5f81a3868.jpg,0,Crab-Pot,"[278,517,64,60]","[278,517,64,60]",unchanged,640,640,3840,3840.0
test,126,Rec14_wcp_ss_port_00004_png_jpg.rf.2f5af297c467e075ae7f0cf5f81a3868.jpg,1,Crab-Pot,"[538,192,65,68]","[538,192,65,68]",unchanged,640,640,4420,4420.0
test,127,Rec14_wcp_ss_star_00000_png_jpg.rf.169f0cbcb0df31840dfb6196a94bb577.jpg,0,Crab-Pot,"[513,234,114,95]","[513,234,114,95]",unchanged,640,640,10830,10830.0
test,128,Rec14_wcp_ss_port_00018_png_jpg.rf.ba2217927ed461620bc78556719235f0.jpg,0,Crab-Pot,"[595,563,45,46]","[595,563,45,46]",unchanged,640,640,2070,2070.0
test,129,Rec14_wcp_ss_star_00014_png_jpg.rf.576a7a1b3ff1b70c164a02e94882e091.jpg,0,Crab-Pot,"[311,572,65,60]","[311,572,65,60]",unchanged,640,640,3900,3900.0
test,130,Rec9_wcp_ss_port_00046_png_jpg.rf.7b08b30f8b9647520e25cb08cfec50c2.jpg,0,Crab-Pot,"[231,74,55,76]","[231,74,55,76]",unchanged,640,640,4180,4180.0
test,130,Rec9_wcp_ss_port_00046_png_jpg.rf.7b08b30f8b9647520e25cb08cfec50c2.jpg,1,Crab-Pot,"[353,144,72,154]","[353,144,72,154]",unchanged,640,640,11088,11088.0
test,131,Rec8_wcp_ss_star_00017_png_jpg.rf.4c39292f43900c691887b59ae6dcffb6.jpg,0,Crab-Pot,"[298,165,19,20]","[298,165,19,20]",unchanged,640,640,380,380.0
test,132,Rec9_wcp_ss_star_00063_png_jpg.rf.aec5a7549a3493d594690ba37c296263.jpg,0,Crab-Pot,"[232,397,44.5,29]","[232,397,44.5,29]",unchanged,640,640,1290.5,1290.5
test,133,Rec9_wcp_ss_star_00001_png_jpg.rf.6b5ebe1cd4b1b2f8243a7e71468531b9.jpg,0,Crab-Pot,"[553,259,41,75]","[553,259,41,75]",unchanged,640,640,3075,3075.0
test,133,Rec9_wcp_ss_star_00001_png_jpg.rf.6b5ebe1cd4b1b2f8243a7e71468531b9.jpg,1,Crab-Pot,"[474,549,62,61]","[474,549,62,61]",unchanged,640,640,3782,3782.0
test,134,Rec14_wcp_ss_port_00011_png_jpg.rf.9091d8e939a32f375541d3f4693c5627.jpg,0,Crab-Pot,"[230,74,61,86]","[230,74,61,86]",unchanged,640,640,5246,5246.0
test,134,Rec14_wcp_ss_port_00011_png_jpg.rf.9091d8e939a32f375541d3f4693c5627.jpg,1,Crab-Pot,"[11,97,62,70]","[11,97,62,70]",unchanged,640,640,4340,4340.0
test,134,Rec14_wcp_ss_port_00011_png_jpg.rf.9091d8e939a32f375541d3f4693c5627.jpg,2,Crab-Pot,"[277,302,52,82]","[277,302,52,82]",unchanged,640,640,4264,4264.0
test,135,Rec9_wcp_ss_port_00008_png_jpg.rf.f57441baf3bcb2deed6b6b0777ec78cb.jpg,0,Crab-Pot,"[348,523,38.5,28.5]","[348,523,38.5,28.5]",unchanged,640,640,1097.25,1097.25
test,139,Rec9_wcp_ss_port_00053_png_jpg.rf.fab701eec524633e9af3c88fcd47d9b0.jpg,0,Crab-Pot,"[187,514,29.5,37]","[187,514,29.5,37]",unchanged,640,640,1091.5,1091.5
test,141,Rec9_wcp_ss_port_00036_png_jpg.rf.40aa0eed2c223ddf71c899d5356cb2b7.jpg,0,Crab-Pot,"[0,127,31.5,50.5]","[0,127,31.5,50.5]",unchanged,640,640,1590.75,1590.75
test,142,Rec9_wcp_ss_port_00037_png_jpg.rf.3f25109edee69be25b6a2079a5371fa1.jpg,0,Crab-Pot,"[193,153,37.5,47]","[193,153,37.5,47]",unchanged,640,640,1762.5,1762.5
test,142,Rec9_wcp_ss_port_00037_png_jpg.rf.3f25109edee69be25b6a2079a5371fa1.jpg,1,Crab-Pot,"[334,155,46.5,42.5]","[334,155,46.5,42.5]",unchanged,640,640,1976.25,1976.25
test,143,Rec14_wcp_ss_star_00009_png_jpg.rf.a478fdf40ad7c868790599650d378d22.jpg,0,Crab-Pot,"[189,383,63,54]","[189,383,63,54]",unchanged,640,640,3402,3402.0
test,143,Rec14_wcp_ss_star_00009_png_jpg.rf.a478fdf40ad7c868790599650d378d22.jpg,1,Crab-Pot,"[324,0,59,41]","[324,0,59,41]",unchanged,640,640,2419,2419.0
test,143,Rec14_wcp_ss_star_00009_png_jpg.rf.a478fdf40ad7c868790599650d378d22.jpg,2,Crab-Pot,"[325,539,59,50]","[325,539,59,50]",unchanged,640,640,2950,2950.0
test,144,Rec9_wcp_ss_port_00048_png_jpg.rf.e84dffb792228fd049c7162b7c6f0a56.jpg,0,Crab-Pot,"[233,610,23,24]","[233,610,23,24]",unchanged,640,640,552,552.0
test,146,Rec9_wcp_ss_port_00000_png_jpg.rf.fa134b46f651ffc7ed2aca3a3cadc380.jpg,0,Crab-Pot,"[237,208,35,33]","[237,208,35,33]",unchanged,640,640,1155,1155.0
test,148,Rec9_wcp_ss_star_00005_png_jpg.rf.d63331d9169b251c2b0ac1885d2a337e.jpg,0,Crab-Pot,"[297,587,64,50]","[297,587,64,50]",unchanged,640,640,3200,3200.0
test,148,Rec9_wcp_ss_star_00005_png_jpg.rf.d63331d9169b251c2b0ac1885d2a337e.jpg,1,Crab-Pot,"[108,438,63,55]","[108,438,63,55]",unchanged,640,640,3465,3465.0
test,149,Rec14_wcp_ss_port_00018_png_jpg.rf.92d73fade22c8d0555dcaee4fc303ac1.jpg,0,Crab-Pot,"[595,563,45,46]","[595,563,45,46]",unchanged,640,640,2070,2070.0
test,150,Rec14_wcp_ss_port_00025_png_jpg.rf.b16a20b29e0391c5c018cc672dea4a4d.jpg,0,Crab-Pot,"[9,220,74,64]","[9,220,74,64]",unchanged,640,640,4736,4736.0
test,151,Rec09_Sensor_Depth_wcp_ss_star_00028_png_jpg.rf.64d1ea763ba782aa94a3eec7d1e60685.jpg,0,Crab-Pot,"[248,283,68,29.5]","[248,283,68,29.5]",unchanged,640,640,2006,2006.0
test,152,Rec14_wcp_ss_port_00009_png_jpg.rf.a8e161fa80aeb064f5a658aabe981a80.jpg,0,Crab-Pot,"[573,69,50,66]","[573,69,50,66]",unchanged,640,640,3300,3300.0
test,152,Rec14_wcp_ss_port_00009_png_jpg.rf.a8e161fa80aeb064f5a658aabe981a80.jpg,1,Crab-Pot,"[300,238,93,73]","[300,238,93,73]",unchanged,640,640,6789,6789.0
test,152,Rec14_wcp_ss_port_00009_png_jpg.rf.a8e161fa80aeb064f5a658aabe981a80.jpg,2,Crab-Pot,"[189,572,73,68]","[189,572,73,68]",unchanged,640,640,4964,4964.0
test,152,Rec14_wcp_ss_port_00009_png_jpg.rf.a8e161fa80aeb064f5a658aabe981a80.jpg,3,Crab-Pot,"[304,549,68,57]","[304,549,68,57]",unchanged,640,640,3876,3876.0
test,153,Rec8_wcp_ss_star_00025_png_jpg.rf.5d0e324abe6f73d04547ce7c711afaac.jpg,0,Crab-Pot,"[140,125,24.5,24]","[140,125,24.5,24]",unchanged,640,640,588,588.0
test,154,Rec9_wcp_ss_port_00042_png_jpg.rf.1393d6a1c7af10e661d9c84dfcb7b6ff.jpg,0,Crab-Pot,"[511,430,29.5,29.5]","[511,430,29.5,29.5]",unchanged,640,640,870.25,870.25
test,155,Rec9_wcp_ss_star_00048_png_jpg.rf.e76877d174f855a6855ee92f4da743f5.jpg,0,Crab-Pot,"[325,335,38,32]","[325,335,38,32]",unchanged,640,640,1216,1216.0
test,156,Rec9_wcp_ss_star_00044_png_jpg.rf.d3c8c5bef0c7638f3f88feb6d5f6a101.jpg,0,Crab-Pot,"[308,104,67,96]","[308,104,67,96]",unchanged,640,640,6432,6432.0
test,156,Rec9_wcp_ss_star_00044_png_jpg.rf.d3c8c5bef0c7638f3f88feb6d5f6a101.jpg,1,Crab-Pot,"[35,190,56,88]","[35,190,56,88]",unchanged,640,640,4928,4928.0
test,157,Rec9_wcp_ss_star_00015_png_jpg.rf.de86d5c8bb6ee66b3aa7f15d31030741.jpg,0,Crab-Pot,"[0,505,34.5,35.5]","[0,505,34.5,35.5]",unchanged,640,640,1224.75,1224.75
test,158,Rec9_wcp_ss_port_00049_png_jpg.rf.3d9f6ea5769ac8a94429d5713f5a4172.jpg,0,Crab-Pot,"[120,54,60,119]","[120,54,60,119]",unchanged,640,640,7140,7140.0
test,158,Rec9_wcp_ss_port_00049_png_jpg.rf.3d9f6ea5769ac8a94429d5713f5a4172.jpg,1,Crab-Pot,"[263,614,71,26]","[263,614,71,26]",unchanged,640,640,1846,1846.0
test,159,Rec14_wcp_ss_port_00027_png_jpg.rf.72b305b42264229d8241f596eb07091e.jpg,0,Crab-Pot,"[4,319,74,56]","[4,319,74,56]",unchanged,640,640,4144,4144.0
test,161,Rec09_Sensor_Depth_wcp_ss_star_00001_png_jpg.rf.e58dda870b36a59f400b90ec2094dcad.jpg,0,Crab-Pot,"[275,295,30.5,21]","[275,295,30.5,21]",unchanged,640,640,640.5,640.5
test,161,Rec09_Sensor_Depth_wcp_ss_star_00001_png_jpg.rf.e58dda870b36a59f400b90ec2094dcad.jpg,1,Crab-Pot,"[412,278,34.5,23.5]","[412,278,34.5,23.5]",unchanged,640,640,810.75,810.75
test,161,Rec09_Sensor_Depth_wcp_ss_star_00001_png_jpg.rf.e58dda870b36a59f400b90ec2094dcad.jpg,2,Crab-Pot,"[392,529,33,40]","[392,529,33,40]",unchanged,640,640,1320,1320.0
test,162,Rec14_wcp_ss_port_00019_png_jpg.rf.e3d3c6e79f5f7c9afd5ed75f0d6f7d88.jpg,0,Crab-Pot,"[311,168,70,43]","[311,168,70,43]",unchanged,640,640,3010,3010.0
test,163,Rec9_wcp_ss_port_00037_png_jpg.rf.aa03e52713e9431a209bd17f40e76763.jpg,0,Crab-Pot,"[193,153,38,46]","[193,153,38,46]",unchanged,640,640,1748,1748.0
test,163,Rec9_wcp_ss_port_00037_png_jpg.rf.aa03e52713e9431a209bd17f40e76763.jpg,1,Crab-Pot,"[336,155,56.5,42.5]","[336,155,56.5,42.5]",unchanged,640,640,2401.25,2401.25
test,164,Rec9_wcp_ss_star_00033_png_jpg.rf.f73ce1f057810d0d48521e0c76055a4a.jpg,0,Crab-Pot,"[112,167,51,117]","[112,167,51,117]",unchanged,640,640,5967,5967.0
test,165,Rec14_wcp_ss_port_00022_png_jpg.rf.47fa83f07bc26e9243abd34b67217af8.jpg,0,Crab-Pot,"[0,82,67,80]","[0,82,67,80]",unchanged,640,640,5360,5360.0
test,166,Rec14_wcp_ss_star_00004_png_jpg.rf.9c599227282aa98d35cf794fb23f1c67.jpg,0,Crab-Pot,"[462,109,83,97]","[462,109,83,97]",unchanged,640,640,8051,8051.0
test,166,Rec14_wcp_ss_star_00004_png_jpg.rf.9c599227282aa98d35cf794fb23f1c67.jpg,1,Crab-Pot,"[389,287,79,102]","[389,287,79,102]",unchanged,640,640,8058,8058.0
test,166,Rec14_wcp_ss_star_00004_png_jpg.rf.9c599227282aa98d35cf794fb23f1c67.jpg,2,Crab-Pot,"[265,612,56,28]","[265,612,56,28]",unchanged,640,640,1568,1568.0
test,167,Rec09_Sensor_Depth_wcp_ss_star_00011_png_jpg.rf.85e3215ddc926704ff5edc7b7c45542c.jpg,0,Crab-Pot,"[165,470,32.5,18.5]","[165,470,32.5,18.5]",unchanged,640,640,601.25,601.25
test,168,Rec9_wcp_ss_star_00013_png_jpg.rf.b2425ae6c28c3dc12b22d6a8eca32d55.jpg,0,Crab-Pot,"[208,552,25.5,35.5]","[208,552,25.5,35.5]",unchanged,640,640,905.25,905.25
test,169,Rec9_wcp_ss_port_00027_png_jpg.rf.c2b5bea5988412959b055d43ea6caffc.jpg,0,Crab-Pot,"[398,576,51,40.5]","[398,576,51,40.5]",unchanged,640,640,2065.5,2065.5
test,169,Rec9_wcp_ss_port_00027_png_jpg.rf.c2b5bea5988412959b055d43ea6caffc.jpg,1,Crab-Pot,"[0,562,39.5,36]","[0,562,39.5,36]",unchanged,640,640,1422,1422.0
test,169,Rec9_wcp_ss_port_00027_png_jpg.rf.c2b5bea5988412959b055d43ea6caffc.jpg,2,Crab-Pot,"[538,543,57,49]","[538,543,57,49]",unchanged,640,640,2793,2793.0
test,170,Rec9_wcp_ss_port_00054_png_jpg.rf.ee0be206cd2c4f81119ffacfe07e06d2.jpg,0,Crab-Pot,"[242,598,90,42]","[242,598,90,42]",unchanged,640,640,3780,3780.0
test,171,Rec9_wcp_ss_star_00063_png_jpg.rf.4ca5f73ff7d516d96c0bc35d5c21ccf0.jpg,0,Crab-Pot,"[461,514,75,89]","[461,514,75,89]",unchanged,640,640,6675,6675.0
test,172,Rec14_wcp_ss_star_00000_png_jpg.rf.6827291afe7443f12bd3e88e82327157.jpg,0,Crab-Pot,"[513,234,114,95]","[513,234,114,95]",unchanged,640,640,10830,10830.0
test,173,Rec9_wcp_ss_star_00013_png_jpg.rf.e9afc227969a34db22ac0183f369e7ed.jpg,0,Crab-Pot,"[199,550,48,47]","[199,550,48,47]",unchanged,640,640,2256,2256.0
test,174,Rec9_wcp_ss_port_00004_png_jpg.rf.23f1f571e01032a36802f191f4e14a72.jpg,0,Crab-Pot,"[277,36,33.5,41]","[277,36,33.5,41]",unchanged,640,640,1373.5,1373.5
test,175,Rec8_wcp_ss_star_00008_png_jpg.rf.6bfb034e8a075a83d1f05a5d6291e0d7.jpg,0,Crab-Pot,"[0,103,13,22.5]","[0,103,13,22.5]",unchanged,640,640,292.5,292.5
test,176,Rec09_Sensor_Depth_wcp_ss_port_00020_png_jpg.rf.5c6c482c24befcc29ae2244ba295b862.jpg,0,Crab-Pot,"[14,596,25.5,22.5]","[14,596,25.5,22.5]",unchanged,640,640,573.75,573.75
test,178,Rec9_wcp_ss_star_00011_png_jpg.rf.0d5c6b9fc5d0c50f78803a9772d76bb1.jpg,0,Crab-Pot,"[394,439,29,36.5]","[394,439,29,36.5]",unchanged,640,640,1058.5,1058.5
test,178,Rec9_wcp_ss_star_00011_png_jpg.rf.0d5c6b9fc5d0c50f78803a9772d76bb1.jpg,1,Crab-Pot,"[558,90,33,34]","[558,90,33,34]",unchanged,640,640,1122,1122.0
test,179,Rec8_wcp_ss_port_00015_png_jpg.rf.554e27042c75331540484cffe78f720a.jpg,0,Crab-Pot,"[32,408,61,27.5]","[32,408,61,27.5]",unchanged,640,640,1677.5,1677.5
test,180,Rec14_wcp_ss_port_00011_png_jpg.rf.4bb7317a94cdabcc589f17ea8fc5055f.jpg,0,Crab-Pot,"[230,74,61,86]","[230,74,61,86]",unchanged,640,640,5246,5246.0
test,180,Rec14_wcp_ss_port_00011_png_jpg.rf.4bb7317a94cdabcc589f17ea8fc5055f.jpg,1,Crab-Pot,"[11,97,62,70]","[11,97,62,70]",unchanged,640,640,4340,4340.0
test,180,Rec14_wcp_ss_port_00011_png_jpg.rf.4bb7317a94cdabcc589f17ea8fc5055f.jpg,2,Crab-Pot,"[277,302,52,82]","[277,302,52,82]",unchanged,640,640,4264,4264.0
test,181,Rec9_wcp_ss_star_00035_png_jpg.rf.48238b38f36ede4444fa29000028f02d.jpg,0,Crab-Pot,"[50,477,68,53]","[50,477,68,53]",unchanged,640,640,3604,3604.0
test,181,Rec9_wcp_ss_star_00035_png_jpg.rf.48238b38f36ede4444fa29000028f02d.jpg,1,Crab-Pot,"[169,421,60,43]","[169,421,60,43]",unchanged,640,640,2580,2580.0
test,181,Rec9_wcp_ss_star_00035_png_jpg.rf.48238b38f36ede4444fa29000028f02d.jpg,2,Crab-Pot,"[385,562,57,45]","[385,562,57,45]",unchanged,640,640,2565,2565.0
test,182,Rec9_wcp_ss_star_00044_png_jpg.rf.67c0a3b09f9c1c3c14d389b82c4d95fc.jpg,0,Crab-Pot,"[357,506,54,30]","[357,506,54,30]",unchanged,640,640,1620,1620.0
test,182,Rec9_wcp_ss_star_00044_png_jpg.rf.67c0a3b09f9c1c3c14d389b82c4d95fc.jpg,1,Crab-Pot,"[134,380,57.5,33.5]","[134,380,57.5,33.5]",unchanged,640,640,1926.25,1926.25
test,183,Rec9_wcp_ss_star_00009_png_jpg.rf.e88efc11905d828ce56d0f50db95765e.jpg,0,Crab-Pot,"[310,76,61,49]","[310,76,61,49]",unchanged,640,640,2989,2989.0
test,183,Rec9_wcp_ss_star_00009_png_jpg.rf.e88efc11905d828ce56d0f50db95765e.jpg,1,Crab-Pot,"[334,503,51,68]","[334,503,51,68]",unchanged,640,640,3468,3468.0
test,185,Rec9_wcp_ss_star_00029_png_jpg.rf.04982a15e33e23f1bd23ede798e7c8f8.jpg,0,Crab-Pot,"[321,159,56,78]","[321,159,56,78]",unchanged,640,640,4368,4368.0
test,186,Rec8_wcp_ss_port_00011_png_jpg.rf.e205477efa6f727ae734b8b675cf4a9e.jpg,0,Crab-Pot,"[104,266,35,37]","[104,266,35,37]",unchanged,640,640,1295,1295.0
test,187,Rec14_wcp_ss_port_00013_png_jpg.rf.61aa7bff58a57117f91a9c9bcfc0d38c.jpg,0,Crab-Pot,"[0,390,41,49]","[0,390,41,49]",unchanged,640,640,2009,2009.0
test,187,Rec14_wcp_ss_port_00013_png_jpg.rf.61aa7bff58a57117f91a9c9bcfc0d38c.jpg,1,Crab-Pot,"[62,540,97,52]","[62,540,97,52]",unchanged,640,640,5044,5044.0
test,188,Rec9_wcp_ss_port_00050_png_jpg.rf.e94e7bb5470913d7ef6d21a5702d70ed.jpg,0,Crab-Pot,"[0,363,61,74]","[0,363,61,74]",unchanged,640,640,4514,4514.0
test,190,Rec8_wcp_ss_port_00018_png_jpg.rf.d95e6580eac5b62072cae8969209f6a2.jpg,0,Crab-Pot,"[323,135,18.5,25]","[323,135,18.5,25]",unchanged,640,640,462.5,462.5
test,191,Rec9_wcp_ss_port_00011_png_jpg.rf.13d1200accca355dcc298f1e61b0bfa6.jpg,0,Crab-Pot,"[205,28,17.5,26.5]","[205,28,17.5,26.5]",unchanged,640,640,463.75,463.75
test,191,Rec9_wcp_ss_port_00011_png_jpg.rf.13d1200accca355dcc298f1e61b0bfa6.jpg,1,Crab-Pot,"[13,447,24,26]","[13,447,24,26]",unchanged,640,640,624,624.0
test,191,Rec9_wcp_ss_port_00011_png_jpg.rf.13d1200accca355dcc298f1e61b0bfa6.jpg,2,Crab-Pot,"[438,472,24,31]","[438,472,24,31]",unchanged,640,640,744,744.0
test,191,Rec9_wcp_ss_port_00011_png_jpg.rf.13d1200accca355dcc298f1e61b0bfa6.jpg,3,Crab-Pot,"[286,599,26.5,34]","[286,599,26.5,34]",unchanged,640,640,901,901.0
test,192,Rec9_wcp_ss_port_00057_png_jpg.rf.9b25be3ffaf54d24d28596dd9d3af3b3.jpg,0,Crab-Pot,"[540,211,60,41]","[540,211,60,41]",unchanged,640,640,2460,2460.0
test,193,Rec9_wcp_ss_port_00024_png_jpg.rf.57353663424dd7e70efbe31608b2f733.jpg,0,Crab-Pot,"[380,439,43.5,57]","[380,439,43.5,57]",unchanged,640,640,2479.5,2479.5
test,194,Rec9_wcp_ss_star_00030_png_jpg.rf.324b1c0c2f5929f4c4995a85cda66618.jpg,0,Crab-Pot,"[394,479,43,60]","[394,479,43,60]",unchanged,640,640,2580,2580.0
test,194,Rec9_wcp_ss_star_00030_png_jpg.rf.324b1c0c2f5929f4c4995a85cda66618.jpg,1,Crab-Pot,"[475,422,63,82]","[475,422,63,82]",unchanged,640,640,5166,5166.0
test,195,baycove_07_06_png_jpg.rf.5a2e74f04f707fe66f050a3b61fcd7c2.jpg,0,Crab-Pot,"[284,19,30,30]","[284,19,30,30]",unchanged,640,640,900,900.0
test,197,Rec9_wcp_ss_star_00036_png_jpg.rf.ca0b04119e591fdb1830195bf93274df.jpg,0,Crab-Pot,"[466,382,57,58]","[466,382,57,58]",unchanged,640,640,3306,3306.0
test,197,Rec9_wcp_ss_star_00036_png_jpg.rf.ca0b04119e591fdb1830195bf93274df.jpg,1,Crab-Pot,"[594,511,46,49]","[594,511,46,49]",unchanged,640,640,2254,2254.0
test,197,Rec9_wcp_ss_star_00036_png_jpg.rf.ca0b04119e591fdb1830195bf93274df.jpg,2,Crab-Pot,"[212,501,41,64]","[212,501,41,64]",unchanged,640,640,2624,2624.0
